variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,State,ID,target
161,3.19,10.01,0,0,11.8,12.38,267.1,2,22.7,72.8,0,222.5,120,120,91,415,2,NV,2438,0
149,2.38,6.53,28,1,8.8,21.57,166.9,3,14.19,126.9,1,145.2,102,97,77,415,5,WI,2439,1
86,3.0,11.02,32,0,11.1,12.05,166.7,5,14.17,70.9,1,244.9,121,163,105,415,3,AZ,2440,0
112,2.46,5.79,0,0,9.1,32.86,264.1,3,22.45,193.3,0,128.6,123,96,115,415,4,NC,2441,0
67,1.32,8.34,0,0,4.9,25.93,252.4,3,21.45,152.5,0,185.4,107,131,104,510,2,WV,2442,0
97,1.97,10.85,0,1,7.3,40.27,157.6,2,13.4,236.9,0,241.0,105,107,120,510,0,WY,2443,1
84,2.67,10.55,0,0,9.9,24.96,171.7,3,14.59,146.8,0,234.5,73,133,69,408,1,WV,2444,0
86,3.48,12.65,29,0,12.9,38.32,187.1,3,15.9,225.4,1,281.1,112,79,112,415,1,OH,2445,0
44,2.92,6.24,0,1,10.8,10.59,275.0,3,23.38,62.3,0,138.7,82,92,108,415,1,WI,2446,0
67,3.02,10.58,0,0,11.2,21.93,188.0,3,15.98,129.0,0,235.0,116,78,102,510,2,KS,2447,0
64,2.48,9.96,0,0,9.2,38.22,190.0,2,16.15,224.8,0,221.4,101,111,110,415,1,NJ,2448,0
113,3.89,7.19,0,0,14.4,15.74,177.6,4,15.1,92.6,0,159.8,92,85,72,510,3,FL,2449,0
133,2.27,7.28,0,0,8.4,37.59,160.2,3,13.62,221.1,0,161.8,140,133,84,408,4,TX,2450,0
106,2.89,9.1,0,0,10.7,28.8,197.2,4,16.76,169.4,0,202.2,71,107,79,510,1,MT,2451,0
123,1.7,11.34,0,1,6.3,21.34,128.9,6,10.96,125.5,0,251.9,96,106,129,415,4,MS,2452,1
62,3.56,8.65,32,1,13.2,37.13,236.7,3,20.12,218.4,1,192.2,132,93,137,415,0,ME,2453,1
92,2.51,8.94,0,1,9.3,44.93,160.9,5,13.68,264.3,0,198.6,115,91,73,415,0,WI,2454,0
126,1.73,9.4,0,0,6.4,38.45,140.3,2,11.93,226.2,0,208.9,114,88,110,415,0,VT,2455,0
105,2.92,13.22,0,0,10.8,32.93,183.2,5,15.57,193.7,0,293.7,124,108,72,415,1,NM,2456,0
136,1.62,7.99,0,0,6.0,24.19,158.0,11,13.43,142.3,0,177.5,113,79,75,408,2,VA,2457,0
43,2.89,12.58,0,0,10.7,4.59,160.9,3,13.68,27.0,0,279.5,97,117,96,415,3,KS,2458,0
78,1.43,7.81,0,0,5.3,25.99,256.6,6,21.81,152.9,0,173.6,82,81,112,510,2,NY,2459,0
113,3.59,7.58,34,0,13.3,7.63,134.2,3,11.41,44.9,1,168.4,82,63,118,408,1,VA,2460,0
50,3.7,7.25,0,1,13.7,16.93,308.7,6,26.24,99.6,0,161.2,102,108,62,415,2,VA,2461,1
78,3.16,11.54,0,0,11.7,32.35,194.5,5,16.53,190.3,0,256.5,89,88,109,510,2,AK,2462,0
119,3.0,6.59,27,0,11.1,37.42,268.2,3,22.8,220.1,1,146.5,133,128,80,415,0,OH,2463,0
67,3.92,13.37,30,0,14.5,22.03,233.0,5,19.81,129.6,1,297.0,104,107,93,415,1,WV,2464,0
65,2.4,9.45,29,0,8.9,26.88,322.2,6,27.39,158.1,1,210.0,81,104,96,510,1,MN,2465,0
84,3.43,10.06,0,0,12.7,49.15,233.8,2,19.87,289.1,0,223.5,97,100,148,415,2,WA,2466,1
77,1.92,9.25,23,0,7.1,35.65,183.6,3,15.61,209.7,1,205.5,63,73,111,415,2,AR,2467,0
68,2.75,8.49,0,0,10.2,38.54,168.4,1,14.31,226.7,0,188.7,129,94,117,510,0,MN,2468,0
101,0.0,8.34,0,0,0.0,37.01,231.7,0,19.69,217.7,0,185.3,128,118,128,415,3,ND,2469,0
103,3.16,9.02,0,0,11.7,41.91,195.5,4,16.62,246.5,0,200.5,84,47,96,510,1,VT,2470,0
81,2.11,5.41,0,1,7.8,42.6,187.9,5,15.97,250.6,0,120.3,50,85,131,510,1,DE,2471,0
73,2.7,8.17,0,0,10.0,26.71,268.8,8,22.85,157.1,0,181.5,83,109,91,415,0,WI,2472,0
136,3.54,10.22,16,0,13.1,15.37,201.3,4,17.11,90.4,1,227.1,109,105,115,415,0,WA,2473,0
100,2.62,7.03,0,1,9.7,18.22,86.8,4,7.38,107.2,0,156.2,122,98,117,510,1,CT,2474,0
97,1.65,14.08,28,0,6.1,48.13,185.4,8,15.76,283.1,1,312.8,98,93,78,408,1,NH,2475,0
96,2.67,7.43,26,0,9.9,24.79,192.2,2,16.34,145.8,1,165.1,89,108,96,408,1,UT,2476,0
190,2.51,10.49,0,0,9.3,30.97,212.3,4,18.05,182.2,0,233.0,95,101,123,408,2,NC,2477,0
146,2.78,13.97,0,0,10.3,34.92,134.9,2,11.47,205.4,0,310.5,77,101,83,415,3,VA,2478,0
79,4.1,10.07,0,0,15.2,30.24,167.3,8,14.22,177.9,0,223.7,84,83,142,415,0,KS,2479,0
174,4.19,11.28,0,0,15.5,21.13,277.1,5,23.55,124.3,0,250.7,112,76,115,415,3,NE,2480,0
13,3.05,4.7,25,0,11.3,30.02,172.7,5,14.68,176.6,1,104.5,96,65,128,510,2,WA,2481,0
109,3.54,12.71,0,0,13.1,32.91,148.7,1,12.64,193.6,0,282.5,115,58,105,415,2,OH,2482,0
130,4.94,8.79,0,0,18.3,44.83,186.5,6,15.85,263.7,0,195.3,103,113,99,415,1,ID,2483,1
133,2.7,10.72,0,0,10.0,31.79,141.4,8,12.02,187.0,0,238.2,128,65,108,510,2,WI,2484,0
143,2.84,6.91,0,0,10.5,28.53,211.0,6,17.94,167.8,0,153.5,99,72,109,408,4,RI,2485,1
93,2.16,5.71,36,0,8.0,30.38,178.6,4,15.18,178.7,1,126.8,102,134,82,415,2,CA,2486,0
80,3.19,10.59,0,0,11.8,25.76,131.7,4,11.19,151.5,0,235.3,78,89,131,415,0,WV,2487,0
122,3.43,8.37,40,1,12.7,36.79,249.7,4,21.22,216.4,1,185.9,90,80,99,415,1,SD,2488,0
155,2.4,8.82,0,0,8.9,34.58,190.9,4,16.23,203.4,0,196.0,104,100,119,415,0,LA,2489,1
97,2.38,10.52,0,0,8.8,38.27,279.5,4,23.76,225.1,0,233.8,127,90,103,510,0,DE,2490,1
92,1.73,5.85,29,0,6.4,34.22,203.7,6,17.31,201.3,1,129.9,115,130,113,415,1,ID,2491,1
42,3.24,7.44,0,1,12.0,30.72,174.6,6,14.84,180.7,0,165.3,94,127,114,408,2,NJ,2492,0
124,2.94,10.79,0,0,10.9,30.31,235.0,1,19.98,178.3,0,239.7,120,102,119,415,3,WY,2493,0
97,1.32,7.88,25,0,4.9,23.97,212.0,2,18.02,141.0,1,175.2,85,101,138,408,3,AZ,2494,0
103,1.84,7.11,0,1,6.8,29.19,144.5,3,12.28,171.7,0,157.9,86,78,106,510,3,OR,2495,0
34,2.89,8.99,14,0,10.7,25.76,248.7,5,21.14,151.5,1,199.8,126,100,120,415,2,MT,2496,0
170,2.65,10.09,0,0,9.8,31.3,204.9,3,17.42,184.1,0,224.3,70,106,133,510,2,DC,2497,0
185,2.92,7.11,0,0,10.8,23.73,250.2,4,21.27,139.6,0,158.1,115,92,79,408,1,CA,2498,0
111,2.78,10.35,0,0,10.3,38.23,191.9,3,16.31,224.9,0,229.9,127,117,97,408,0,NC,2499,0
101,1.97,5.81,23,0,7.3,44.57,157.0,14,13.35,262.2,1,129.1,80,101,100,408,1,CO,2500,0
122,3.11,10.62,0,1,11.5,24.87,218.7,5,18.59,146.3,0,236.0,93,117,97,415,1,AR,2501,0
98,0.57,6.49,0,1,2.1,26.93,306.6,4,26.06,158.4,0,144.2,66,71,93,510,1,IL,2502,0
144,2.7,5.33,37,0,10.0,37.38,222.1,4,18.88,219.9,1,118.5,77,102,111,510,1,UT,2503,0
87,3.54,11.06,0,0,13.1,19.62,262.6,5,22.32,115.4,0,245.7,68,90,69,510,2,KS,2504,0
64,3.08,8.09,0,0,11.4,36.87,211.0,5,17.94,216.9,0,179.8,115,78,116,510,3,GA,2505,0
103,2.54,12.61,0,1,9.4,10.68,170.4,4,14.48,62.8,0,280.2,66,124,78,408,3,KS,2506,0
116,2.97,8.72,35,0,11.0,31.08,212.7,2,18.08,182.8,1,193.8,119,122,103,415,1,MT,2507,0
50,1.65,8.16,0,0,6.1,26.71,223.3,2,18.98,157.1,0,181.4,72,90,111,415,1,MN,2508,0
117,3.21,6.08,21,0,11.9,26.04,263.3,7,22.38,153.2,1,135.0,110,112,85,408,1,MN,2509,0
39,1.76,9.28,0,0,6.5,15.86,199.6,4,16.97,93.3,0,206.2,114,83,104,408,0,RI,2510,0
138,3.48,8.79,0,0,12.9,37.43,88.3,5,7.51,220.2,0,195.3,125,89,79,510,0,NJ,2511,0
59,2.0,9.93,0,0,7.4,32.25,115.9,4,9.85,189.7,0,220.6,133,100,115,510,0,WV,2512,0
98,1.78,11.16,29,0,6.6,18.89,217.9,3,18.52,111.1,1,248.1,101,105,108,510,2,OH,2513,0
74,3.54,7.9,25,0,13.1,33.08,119.9,2,10.19,194.6,1,175.5,103,84,75,415,2,NE,2514,0
64,3.38,10.74,0,1,12.5,24.94,148.3,3,12.61,146.7,0,238.6,91,83,69,415,3,KY,2515,0
145,2.7,8.36,0,0,10.0,6.72,264.3,6,22.47,39.5,0,185.8,106,78,90,408,0,SC,2516,0
86,2.43,12.2,0,0,9.0,25.59,120.3,2,10.23,150.5,0,271.2,95,92,96,510,1,WA,2517,0
73,3.51,7.83,0,0,13.0,27.22,213.3,4,18.13,160.1,0,174.1,72,110,72,415,0,MT,2518,0
74,2.73,6.41,0,0,10.1,14.57,247.7,5,21.05,85.7,0,142.4,67,83,85,415,2,DC,2519,0
109,2.11,5.37,0,1,7.8,35.55,205.0,3,17.43,209.1,0,119.4,93,141,111,510,2,NC,2520,0
79,2.4,12.4,0,0,8.9,37.79,146.2,4,12.43,222.3,0,275.6,82,99,82,415,3,WV,2521,0
86,2.4,10.61,0,0,8.9,21.34,269.8,8,22.93,125.5,0,235.8,93,139,110,415,1,MO,2522,0
163,2.81,10.35,23,0,10.4,27.2,189.4,7,16.1,160.0,1,229.9,64,104,118,510,1,MT,2523,0
167,2.67,10.31,0,0,9.9,28.29,243.2,5,20.67,166.4,0,229.2,135,85,95,415,1,NY,2524,0
2,2.46,8.67,0,1,9.1,22.46,138.9,1,11.81,132.1,0,192.6,88,42,119,415,2,DE,2525,1
121,2.46,6.66,0,0,9.1,14.64,259.8,9,22.08,86.1,0,148.0,113,100,79,415,2,TX,2526,0
98,1.38,8.18,0,0,5.1,31.82,195.6,4,16.63,187.2,0,181.8,88,127,129,510,1,ND,2527,0
80,2.51,7.93,22,0,9.3,33.39,150.3,1,12.78,196.4,1,176.2,109,115,75,510,0,TX,2528,0
92,3.7,9.79,0,0,13.7,34.32,226.8,6,19.28,201.9,0,217.5,119,74,80,415,3,FL,2529,0
163,3.46,12.08,0,0,12.8,32.52,193.9,4,16.48,191.3,0,268.4,87,89,121,415,1,KS,2530,0
168,3.08,7.83,42,0,11.4,16.56,203.6,2,17.31,97.4,1,173.9,98,57,124,415,2,MO,2531,0
172,1.59,9.97,0,0,5.9,29.33,253.1,6,21.51,172.5,0,221.6,71,85,113,415,0,KY,2532,0
144,3.56,10.08,0,0,13.2,34.19,303.5,2,25.8,201.1,0,224.0,74,99,119,415,1,WV,2533,0
141,2.51,7.73,28,0,9.3,35.17,264.4,11,22.47,206.9,1,171.8,126,126,124,415,2,NM,2534,0
86,1.97,6.76,0,0,7.3,38.06,155.7,9,13.23,223.9,0,150.2,109,75,143,415,1,SD,2535,0
81,4.83,9.65,0,1,17.9,25.4,171.9,3,14.61,149.4,0,214.5,98,68,97,415,3,MI,2536,1
91,3.27,7.09,0,1,12.1,41.89,182.0,2,15.47,246.4,0,157.6,98,110,106,408,2,KS,2537,1
90,2.48,6.04,0,1,9.2,25.19,220.4,1,18.73,148.2,0,134.2,111,96,97,415,4,WA,2538,1
89,1.94,8.76,0,0,7.2,13.99,167.2,4,14.21,82.3,0,194.7,80,77,70,415,1,CT,2539,0
78,2.57,11.88,0,0,9.5,42.99,178.4,7,15.16,252.9,0,263.9,112,93,105,415,3,ME,2540,0
165,2.51,7.92,0,0,9.3,26.52,276.1,5,23.47,156.0,0,175.9,81,88,94,408,1,WI,2541,0
96,2.3,10.26,29,0,8.5,25.5,159.4,3,13.55,150.0,1,228.1,75,91,55,408,1,AK,2542,0
123,3.38,7.79,27,0,12.5,33.78,249.0,5,21.17,198.7,1,173.2,105,127,124,415,1,OK,2543,0
71,2.43,7.42,0,0,9.0,17.56,138.5,2,11.77,103.3,0,164.8,79,103,98,415,2,AL,2544,0
131,2.89,9.83,0,0,10.7,44.78,151.9,2,12.91,263.4,0,218.5,74,123,101,510,2,IL,2545,0
70,2.78,11.37,31,0,10.3,21.4,196.4,4,16.69,125.9,1,252.7,102,101,75,415,1,ND,2546,0
124,3.19,6.89,0,0,11.8,43.23,78.9,2,6.71,254.3,0,153.2,104,113,69,415,2,NH,2547,0
99,2.67,9.18,0,1,9.9,33.52,156.0,6,13.26,197.2,0,204.1,92,127,99,415,4,IN,2548,0
64,2.03,9.86,19,0,7.5,49.49,226.7,2,19.27,291.1,1,219.1,123,150,67,408,1,NC,2549,0
93,2.27,6.54,0,0,8.4,46.09,237.4,6,20.18,271.1,0,145.4,133,101,103,415,1,CT,2550,1
157,3.11,5.25,0,0,11.5,38.17,200.7,2,17.06,224.5,0,116.6,99,111,118,415,2,NY,2551,0
114,0.0,9.91,0,0,0.0,32.56,175.2,0,14.89,191.5,0,220.3,78,88,118,415,0,OH,2552,0
156,3.54,8.52,0,0,13.1,21.03,103.0,4,8.76,123.7,0,189.4,80,96,82,510,1,AK,2553,0
60,3.65,11.17,0,0,13.5,30.48,208.9,6,17.76,179.3,0,248.2,89,147,98,408,1,DC,2554,1
142,2.65,10.25,25,1,9.8,32.49,149.6,3,12.72,191.1,1,227.8,120,109,60,408,0,NH,2555,0
96,2.7,10.25,0,0,10.0,24.48,224.7,7,19.1,144.0,0,227.7,73,102,91,408,1,WY,2556,0
61,2.94,9.08,33,0,10.9,46.02,200.7,3,17.06,270.7,1,201.7,116,53,102,415,3,MI,2557,0
75,2.19,7.14,0,0,8.1,25.6,301.5,5,25.63,150.6,0,158.7,83,99,104,415,0,OH,2558,0
88,3.62,5.98,0,0,13.4,51.26,257.7,2,21.9,301.5,0,132.9,72,136,118,415,4,NJ,2559,1
155,2.92,6.09,0,0,10.8,36.84,144.3,1,12.27,216.7,0,135.3,125,30,106,408,2,NH,2560,0
151,4.16,10.08,0,0,15.4,22.87,143.1,1,12.16,134.5,0,223.9,112,88,61,408,1,IL,2561,0
180,2.73,8.29,0,0,10.1,24.36,180.5,4,15.34,143.3,0,184.2,113,134,87,415,1,RI,2562,0
102,1.92,9.79,0,0,7.1,24.55,266.5,7,22.65,144.4,0,217.6,128,87,59,415,0,NV,2563,0
152,2.03,8.93,0,0,7.5,17.2,141.6,3,12.04,101.2,0,198.5,87,122,124,408,2,MO,2564,0
44,2.24,12.06,0,0,8.3,34.44,163.0,3,13.86,202.6,0,268.1,96,89,151,415,0,UT,2565,0
83,2.86,9.02,32,1,10.6,16.1,154.4,6,13.12,94.7,1,200.4,98,111,109,415,2,ID,2566,0
149,3.29,9.21,0,0,12.2,20.26,168.3,6,14.31,119.2,0,204.7,110,88,119,415,4,NH,2567,1
105,3.51,6.45,0,0,13.0,38.66,268.5,4,22.82,227.4,0,143.3,89,121,82,510,1,HI,2568,0
13,3.21,7.15,0,0,11.9,9.93,262.2,5,22.29,58.4,0,159.0,64,121,115,415,1,LA,2569,0
103,3.29,8.61,0,0,12.2,32.27,115.5,4,9.82,189.8,0,191.3,83,110,103,415,0,UT,2570,0
132,2.05,6.6,0,0,7.6,14.18,232.2,5,19.74,83.4,0,146.7,137,110,114,415,1,KS,2571,0
140,3.11,4.64,0,0,11.5,40.04,257.2,4,21.86,235.5,0,103.1,130,81,111,415,2,NY,2572,0
92,2.7,7.31,44,0,10.0,25.84,274.9,1,23.37,152.0,1,162.4,73,95,121,415,2,NV,2573,0
86,3.43,6.97,39,0,12.7,44.4,214.2,5,18.21,261.2,1,154.9,101,122,101,510,2,MS,2574,0
13,1.92,9.98,0,0,7.1,24.33,239.6,5,20.37,143.1,0,221.7,88,139,123,415,2,AL,2575,0
106,1.92,8.49,0,0,7.1,37.91,110.1,12,9.36,223.0,0,188.7,98,121,107,415,0,AL,2576,0
79,3.78,8.77,0,0,14.0,22.13,290.9,6,24.73,130.2,0,194.8,121,119,140,510,3,FL,2577,0
58,2.4,8.7,43,1,8.9,24.28,272.3,4,23.15,142.8,1,193.4,100,96,105,415,1,IL,2578,0
64,2.3,7.11,43,0,8.5,20.13,144.1,6,12.25,118.4,1,158.1,108,100,91,415,1,IA,2579,0
126,2.86,9.09,0,0,10.6,29.82,98.3,1,8.36,175.4,0,201.9,71,120,93,510,0,KY,2580,0
87,3.48,7.63,0,0,12.9,28.59,224.7,3,19.1,168.2,0,169.5,100,92,99,415,1,NM,2581,0
128,2.13,8.59,0,0,7.9,30.5,270.4,4,22.98,179.4,0,191.0,92,94,88,415,0,MI,2582,0
65,1.13,12.84,0,0,4.2,41.77,241.9,5,20.56,245.7,0,285.3,113,139,117,415,4,OH,2583,1
139,2.75,8.71,0,0,10.2,22.85,211.3,2,17.96,134.4,0,193.6,98,106,125,510,5,MN,2584,1
62,3.38,10.73,0,0,12.5,14.67,238.7,1,20.29,86.3,0,238.4,99,84,79,415,2,WI,2585,0
104,1.65,9.48,0,0,6.1,29.0,162.1,1,13.78,170.6,0,210.7,111,97,131,408,1,HI,2586,0
103,2.81,9.37,0,0,10.4,34.83,135.2,3,11.49,204.9,0,208.2,102,107,106,415,5,WA,2587,0
189,1.7,9.27,0,0,6.3,38.66,176.0,4,14.96,227.4,0,206.1,81,84,120,408,2,GA,2588,0
197,2.86,10.23,0,0,10.6,26.32,171.5,2,14.58,154.8,0,227.3,102,111,86,510,3,NJ,2589,0
88,3.13,8.58,0,0,11.6,14.57,221.6,3,18.84,85.7,0,190.6,70,112,75,415,4,ME,2590,1
42,2.86,6.85,0,0,10.6,41.0,116.5,4,9.9,241.2,0,152.2,114,134,91,408,0,MA,2591,0
84,2.89,7.46,12,0,10.7,15.25,138.6,2,11.78,89.7,1,165.8,73,87,114,510,1,WI,2592,0
91,3.29,7.03,0,1,12.2,25.81,103.6,4,8.81,151.8,0,156.3,116,115,86,408,1,AL,2593,0
68,2.97,9.09,0,0,11.0,37.88,175.8,3,14.94,222.8,0,202.0,85,99,111,415,3,TN,2594,0
21,3.48,6.96,19,0,12.9,22.56,204.6,7,17.39,132.7,1,154.7,101,94,78,415,3,NM,2595,0
68,3.24,9.85,0,0,12.0,26.74,220.9,7,18.78,157.3,0,218.9,85,83,129,510,1,AL,2596,0
136,2.97,3.26,0,1,11.0,33.93,211.4,4,17.97,199.6,0,72.4,96,89,84,408,3,MA,2597,1
66,1.46,8.59,26,0,5.4,43.33,243.2,3,20.67,254.9,1,190.8,135,108,95,408,2,ME,2598,0
96,3.29,7.31,0,0,12.2,28.99,277.5,6,23.59,170.5,0,162.5,88,86,117,408,1,ID,2599,0
113,2.57,9.08,23,0,9.5,25.33,235.8,5,20.04,149.0,1,201.8,67,104,76,415,4,VA,2600,0
106,2.67,6.79,33,0,9.9,13.87,235.6,4,20.03,81.6,1,150.9,85,120,113,510,1,CT,2601,0
67,3.21,8.79,0,0,11.9,29.19,110.4,4,9.38,171.7,0,195.4,81,80,111,415,2,MD,2602,0
13,3.05,9.75,0,0,11.3,24.89,148.5,3,12.62,146.4,0,216.7,92,74,96,415,1,WV,2603,0
181,3.81,11.79,0,1,14.1,27.42,124.4,3,10.57,161.3,0,262.0,83,83,98,415,0,NY,2604,1
73,3.65,6.13,0,0,13.5,36.21,188.8,3,16.05,213.0,0,136.2,104,95,89,408,0,VT,2605,0
133,0.84,8.64,0,0,3.1,36.75,222.2,1,18.89,216.2,0,192.0,133,67,95,415,2,LA,2606,0
89,2.97,11.51,0,0,11.0,23.44,192.6,5,16.37,137.9,0,255.7,63,96,125,510,1,WA,2607,0
130,3.48,10.52,0,0,12.9,26.18,205.9,1,17.5,154.0,0,233.7,106,95,75,510,1,KS,2608,0
86,2.73,9.36,21,0,10.1,33.64,165.6,9,14.08,197.9,1,208.0,100,99,120,408,0,HI,2609,0
163,3.38,8.11,0,0,12.5,20.81,113.4,7,9.64,122.4,0,180.2,108,129,97,415,1,ME,2610,0
78,2.57,7.92,0,0,9.5,12.75,248.7,6,21.14,75.0,0,176.0,87,116,83,408,3,NV,2611,0
48,1.92,5.8,0,0,7.1,40.8,141.0,9,11.99,240.0,0,128.9,117,88,137,415,1,MI,2612,0
54,3.05,10.64,39,0,11.3,19.99,159.2,10,13.53,117.6,1,236.4,60,82,113,510,2,CO,2613,0
111,3.02,6.77,0,0,11.2,29.99,201.0,2,17.09,176.4,0,150.4,124,62,138,510,0,AL,2614,0
182,2.89,7.84,0,0,10.7,47.52,203.2,4,17.27,279.5,0,174.2,113,118,101,415,2,NC,2615,1
76,3.56,9.38,0,1,13.2,41.96,206.3,5,17.54,246.8,0,208.4,63,110,123,510,0,WA,2616,1
69,2.62,9.71,0,0,9.7,33.01,242.1,3,20.58,194.2,0,215.8,81,122,80,510,2,ME,2617,0
56,2.86,10.14,0,0,10.6,33.49,222.8,6,18.94,197.0,0,225.3,102,110,91,408,2,NM,2618,0
37,2.81,9.48,20,0,10.4,45.0,216.5,7,18.4,264.7,1,210.7,110,81,102,415,0,MN,2619,0
106,2.38,10.06,0,0,8.8,27.13,276.8,3,23.53,159.6,0,223.5,118,94,65,510,0,FL,2620,0
91,1.67,6.2,20,0,6.2,24.84,277.4,3,23.58,146.1,1,137.7,104,98,100,415,1,NY,2621,0
80,2.89,11.03,0,0,10.7,27.3,237.0,1,20.15,160.6,0,245.1,109,103,88,415,1,VT,2622,0
101,3.75,8.34,0,0,13.9,26.25,217.2,4,18.46,154.4,0,185.4,101,130,52,415,1,MT,2623,0
53,2.94,6.94,0,0,10.9,28.7,220.3,2,18.73,168.8,0,154.3,87,97,113,415,0,NV,2624,0
119,2.38,6.44,0,0,8.8,27.05,231.3,3,19.66,159.1,0,143.2,117,114,91,415,5,ID,2625,1
85,1.7,6.73,21,0,6.3,48.14,239.7,1,20.37,283.2,1,149.5,108,110,80,510,5,CO,2626,0
189,4.16,7.65,30,0,15.4,26.38,195.5,6,16.62,155.2,1,170.1,50,116,108,415,1,MD,2627,0
157,2.75,11.21,0,0,10.2,40.83,153.0,6,13.01,240.2,0,249.0,98,67,72,408,2,MT,2628,0
82,2.54,8.43,0,0,9.4,28.41,131.8,1,11.2,167.1,0,187.4,79,77,98,415,6,NY,2629,1
29,2.51,12.68,0,0,9.3,26.76,145.0,2,12.33,157.4,0,281.8,75,122,92,415,1,WA,2630,0
115,2.92,8.09,0,1,10.8,20.74,220.2,2,18.72,122.0,0,179.7,100,110,124,510,2,MN,2631,1
89,2.94,7.01,0,1,10.9,35.17,167.7,4,14.25,206.9,0,155.7,105,134,86,408,0,AR,2632,0
100,2.24,9.88,0,0,8.3,47.26,176.7,4,15.02,278.0,0,219.5,74,76,126,510,0,OH,2633,1
135,3.94,5.5,41,1,14.6,29.43,203.9,15,17.33,173.1,1,122.2,107,85,78,408,0,MD,2634,1
157,2.54,8.91,0,0,9.4,25.96,257.5,4,21.89,152.7,0,198.1,80,105,93,415,1,WA,2635,0
101,3.13,8.83,0,0,11.6,26.15,234.0,2,19.89,153.8,0,196.3,89,89,77,415,4,VT,2636,0
118,1.59,11.46,0,0,5.9,22.68,121.0,4,10.29,133.4,0,254.7,92,113,129,415,1,HI,2637,0
12,2.65,8.19,0,0,9.8,34.78,212.5,7,18.06,204.6,0,182.1,90,98,95,415,2,OR,2638,0
139,3.05,8.66,0,0,11.3,37.62,157.8,6,13.41,221.3,0,192.5,89,140,89,510,1,NH,2639,0
123,4.21,5.44,22,0,15.6,33.59,80.0,12,6.8,197.6,1,120.8,86,105,82,415,2,NH,2640,0
65,2.4,8.03,0,0,8.9,33.22,181.2,4,15.4,195.4,0,178.5,109,110,105,510,0,NY,2641,0
95,2.54,10.64,0,0,9.4,22.85,152.4,3,12.95,134.4,0,236.5,95,104,80,415,1,WV,2642,0
91,2.24,11.7,0,0,8.3,25.33,245.3,3,20.85,149.0,0,260.0,105,115,94,510,0,SD,2643,0
63,2.7,9.47,21,1,10.0,25.76,147.8,4,12.56,151.5,1,210.4,89,99,114,408,1,CO,2644,0
117,3.73,13.27,0,0,13.8,27.47,196.3,2,16.69,161.6,0,294.8,119,104,111,408,1,MN,2645,0
143,2.48,7.5,0,0,9.2,18.72,169.0,2,14.37,110.1,0,166.7,59,113,94,510,1,VA,2646,0
73,1.7,7.86,47,0,6.3,29.53,204.0,3,17.34,173.7,1,174.6,114,117,94,415,2,CT,2647,0
40,2.84,11.39,0,0,10.5,28.85,141.4,3,12.02,169.7,0,253.0,123,115,115,510,4,IA,2648,1
116,3.0,10.98,44,0,11.1,39.2,224.1,2,19.05,230.6,1,244.0,103,94,76,415,0,UT,2649,0
161,3.11,6.37,0,0,11.5,29.48,213.7,4,18.16,173.4,0,141.5,74,100,69,415,1,NH,2650,0
83,3.54,5.74,41,0,13.1,26.5,162.3,5,13.8,155.9,1,127.6,107,122,105,415,3,AZ,2651,0
142,2.0,10.9,0,0,7.4,31.79,134.6,5,11.44,187.0,0,242.2,74,133,127,408,2,DE,2652,0
99,2.46,7.77,28,0,9.1,34.12,264.2,5,22.46,200.7,1,172.7,116,88,102,408,1,WY,2653,0
19,1.22,8.2,0,1,4.5,40.41,207.1,4,17.6,237.7,0,182.2,121,98,95,415,0,AL,2654,0
99,2.35,8.59,0,0,8.7,33.69,207.3,3,17.62,198.2,0,190.9,76,87,113,415,4,AZ,2655,0
142,2.67,8.88,0,0,9.9,39.46,168.2,3,14.3,232.1,0,197.3,110,102,120,510,1,WI,2656,0
139,3.27,12.24,0,0,12.1,23.63,132.9,1,11.3,139.0,0,272.0,93,110,120,408,0,DE,2657,0
57,3.02,12.84,0,0,11.2,28.83,234.7,4,19.95,169.6,0,285.4,112,96,83,415,0,VT,2658,0
81,3.56,9.91,0,0,13.2,28.25,217.6,2,18.5,166.2,0,220.2,112,102,68,408,4,MI,2659,0
69,2.4,7.64,0,0,8.9,38.59,258.7,1,21.99,227.0,0,169.7,111,122,87,415,2,OH,2660,0
109,2.97,6.92,0,0,11.0,31.28,120.4,3,10.23,184.0,0,153.7,119,120,86,415,0,WA,2661,0
107,3.62,6.98,0,0,13.4,34.77,162.4,1,13.8,204.5,0,155.0,110,108,102,415,3,CO,2662,0
76,3.08,7.68,0,0,11.4,44.78,230.3,5,19.58,263.4,0,170.6,69,148,101,415,1,WY,2663,1
98,3.24,10.2,31,0,12.0,20.57,218.9,1,18.61,121.0,1,226.7,98,105,110,415,1,GA,2664,0
100,3.46,10.94,0,0,12.8,18.19,105.7,3,8.98,107.0,0,243.1,67,63,74,510,4,FL,2665,1
111,2.78,6.63,28,0,10.3,21.9,157.3,2,13.37,128.8,1,147.4,52,104,76,415,2,LA,2666,0
189,1.51,9.05,0,0,5.6,38.73,169.5,4,14.41,227.8,0,201.1,112,124,91,415,3,MS,2667,0
100,2.57,10.39,0,0,9.5,12.04,215.6,1,18.33,70.8,0,230.8,102,94,125,408,6,WA,2668,1
